treatment_sample_ID,pert_id,expected_control,status,unmatched_reason,matched_control_count,matched_control_sample_IDs,match_data_source,match_Strains,match_Medium,match_Temperature,match_pert_time,match_pert_time_unit,match_instrument,match_Yeast_cell_plate
C2631,#20,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2632,#28,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2634,#44,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2635,#4,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2636,#12,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2637,#20,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2638,#28,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2640,#44,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2642,#13,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2643,#21,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2644,#29,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2646,#45,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2648,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2649,#21,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2650,#29,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2652,#45,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2653,#6,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2654,#14,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2655,#22,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2656,#30,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2657,#38,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2658,#46,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2659,#6,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2661,#22,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2662,#30,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2663,#38,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2664,#46,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2665,#7,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2666,#15,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2667,#23,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2668,#31,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2669,#39,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2671,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2672,#15,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2673,#23,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2674,#31,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2675,#39,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2677,#8,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2681,#40,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2683,#8,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2687,#40,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2690,#9,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2692,#25,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2694,#41,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2696,#9,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2697,#17,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2700,#41,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2702,#10,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2703,#18,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2706,#42,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2708,#10,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2709,#18,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2712,#42,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2714,#11,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2716,#27,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2717,#35,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2718,#43,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2720,#11,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2722,#27,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2724,#43,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2726,#12,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2727,#20,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2728,#28,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2730,#44,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2731,#4,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2732,#12,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2733,#20,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2734,#28,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2736,#44,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2738,#13,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2739,#21,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2740,#29,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2742,#45,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2744,#13,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2746,#29,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2748,#45,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2749,#6,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2750,#14,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2751,#22,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2752,#30,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2753,#38,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2754,#46,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2755,#6,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2757,#22,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2758,#30,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2759,#38,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2760,#46,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2761,#7,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2762,#15,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2763,#23,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2764,#31,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2765,#39,Water,matched,,2,C2689|C2766,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2767,#7,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2768,#15,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2769,#23,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2770,#31,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2771,#39,Water,matched,,2,C2695|C2772,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2773,#8,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2777,#40,DMSO,matched,,1,C2701,WAYC,CGD,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2779,#8,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2783,#40,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,120,min,WAH,WAY_CP29
C2786,#9,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2787,#17,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2788,#25,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2790,#41,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2792,#9,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2793,#17,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2794,#25,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2796,#41,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2799,#18,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2802,#42,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2804,#10,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2805,#18,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2808,#42,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2810,#11,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2812,#27,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2813,#35,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2814,#43,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2816,#11,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2818,#27,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2820,#43,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2821,#4,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2822,#12,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2823,#20,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2824,#28,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2826,#44,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2827,#4,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2828,#12,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2829,#20,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2830,#28,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2832,#44,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2834,#13,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2835,#21,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2836,#29,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2838,#45,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2840,#13,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2841,#21,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2842,#29,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2844,#45,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2845,#6,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2846,#14,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2847,#22,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2848,#30,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2849,#38,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2850,#46,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2851,#6,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2852,#14,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2853,#22,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2855,#38,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2856,#46,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2857,#7,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2858,#15,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2859,#23,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2860,#31,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2861,#39,Water,matched,,2,C2785|C2862,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2863,#7,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2864,#15,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2865,#23,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2866,#31,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2867,#39,Water,matched,,2,C2791|C2868,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2869,#8,DMSO,matched,,1,C2797,WAYC,CGD,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2875,#8,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C2879,#40,DMSO,matched,,1,C2803,WAYC,BAH,YNB+CSM+2% glucose,30,240,min,O,WAY_CP30
C3074,#9,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3075,#17,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3076,#25,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3078,#41,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3080,#9,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3081,#17,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3082,#25,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3084,#41,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3086,#10,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3087,#18,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3090,#42,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3092,#10,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3093,#18,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3096,#42,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3098,#11,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3100,#27,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3101,#35,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3102,#43,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3104,#11,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3106,#27,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3108,#43,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3109,#4,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3110,#12,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3111,#20,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3112,#28,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3114,#44,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3115,#4,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3117,#20,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3120,#44,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3122,#13,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3123,#21,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3126,#45,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3128,#13,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3129,#21,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3130,#29,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3132,#45,Water,matched,,2,C3079|C3156,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3133,#6,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3134,#14,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3135,#22,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3136,#30,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3137,#38,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3138,#46,DMSO,matched,,1,C3085,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3141,#22,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3142,#30,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3143,#38,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3144,#46,DMSO,matched,,1,C3091,WAYC,BAH,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3145,#7,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3146,#15,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3147,#23,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3148,#31,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
C3149,#39,Water,matched,,2,C3073|C3150,WAYC,CGD,YNB+CSM+2% galactose,30,60,min,CAC,WAY_CP33
